Job Title,Field,Location,Description,Email
AI for Energy Optimization Engineer,Electrical Engineering,"Athens, Greece","Responsibilities: Develop green algorithms and smart applications for sustainable systems in Athens, Greece. Skills Required: Python, Power Electronics, LCA, MATLAB, C++. Preferred Qualifications: M.S. or Ph.D. in relevant field, Experience with green computing.",info@greenleap.com
Energy Efficiency Data Analyst,Electrical Engineering,"Madrid, Spain","Responsibilities: Collaborate on carbon reduction strategies and lifecycle analysis projects based in Madrid, Spain. Skills Required: Embedded Systems, Java, ISO 50001, Carbon Accounting, ESG Frameworks. Preferred Qualifications: M.S. or Ph.D. in relevant field, Cloud sustainability knowledge.",info@ecosolutions.com
IoT Sustainability Specialist,Computer Science,"Copenhagen, Denmark","Responsibilities: Analyze and optimize energy usage using data science tools in Copenhagen, Denmark. Skills Required: SQL, Java, Power Electronics, IoT, Cloud Infrastructure. Preferred Qualifications: M.S. or Ph.D. in relevant field, Carbon-aware computing expertise.",info@bioinnovate64.com
Carbon Footprint Data Scientist,Electrical Engineering,"Brussels, Belgium","Responsibilities: Collaborate on carbon reduction strategies and lifecycle analysis projects based in Brussels, Belgium. Skills Required: Embedded Systems, Power Electronics, MATLAB, LCA, IoT. Preferred Qualifications: CEM Certification, Knowledge of renewable energy systems.",info@bioinnovate918.com
Green IT Consultant,Sustainable Energy,"Vienna, Austria","Responsibilities: Develop green algorithms and smart applications for sustainable systems in Vienna, Austria. Skills Required: IoT, C++, ISO 50001, ESG Frameworks, R. Preferred Qualifications: Cloud sustainability knowledge, Knowledge of renewable energy systems.",info@cleanenergycorp672.com
Energy Efficiency Data Analyst,Computer Science,"Warsaw, Poland","Responsibilities: Design and implement energy-efficient Computer Science solutions in Warsaw, Poland. Skills Required: LCA, SQL, LEED, IoT, Embedded Systems. Preferred Qualifications: CEM Certification, Experience in smart city projects.",info@ecosolutions590128.com
IoT Sustainability Specialist,Data Science,"Athens, Greece","Responsibilities: Develop green algorithms and smart applications for sustainable systems in Athens, Greece. Skills Required: ESG Frameworks, LCA, SQL, Energy Modeling, LEED. Preferred Qualifications: Knowledge of renewable energy systems, Carbon-aware computing expertise.",info@renewablelogic643688687386975.com
Carbon Footprint Data Scientist,Computer Science,"Vienna, Austria","Responsibilities: Develop green algorithms and smart applications for sustainable systems in Vienna, Austria. Skills Required: Python, Energy Modeling, R, IoT, Embedded Systems. Preferred Qualifications: M.S. or Ph.D. in relevant field, Cloud sustainability knowledge.",info@greengrid406704.com
Sustainable Systems Engineer,Computer Science,"Paris, France","Responsibilities: Implement IoT and AI-driven energy solutions in smart buildings and cities around Paris, France. Skills Required: Java, Embedded Systems, C++, R, Carbon Accounting. Preferred Qualifications: Experience in smart city projects, M.S. or Ph.D. in relevant field.",info@greenfuturetech651.com
Smart Grid Engineer,Sustainable Energy,"Athens, Greece","Responsibilities: Develop green algorithms and smart applications for sustainable systems in Athens, Greece. Skills Required: ESG Frameworks, Machine Learning, Cloud Infrastructure, Power Electronics, C++. Preferred Qualifications: Cloud sustainability knowledge, Carbon-aware computing expertise.",info@ecovision257976932133.com
Green Cloud Architect,Sustainable Energy,"Warsaw, Poland","Responsibilities: Develop green algorithms and smart applications for sustainable systems in Warsaw, Poland. Skills Required: C++, Java, Machine Learning, ESG Frameworks, Python. Preferred Qualifications: Experience with green computing, M.S. or Ph.D. in relevant field.",info@greenfuturetech147.com
Eco-Friendly Software Developer,Electrical Engineering,"Vienna, Austria","Responsibilities: Analyze and optimize energy usage using data science tools in Vienna, Austria. Skills Required: Embedded Systems, Power Electronics, Smart Grid Technology, ESG Frameworks, Cloud Infrastructure. Preferred Qualifications: Knowledge of renewable energy systems, LEED Certification.",info@enerpure225187138716736226.com
Smart Grid Engineer,Computer Science,"Helsinki, Finland","Responsibilities: Design and implement energy-efficient Computer Science solutions in Helsinki, Finland. Skills Required: LCA, ISO 50001, SQL, Cloud Infrastructure, Embedded Systems. Preferred Qualifications: Carbon-aware computing expertise, Knowledge of renewable energy systems.",info@greengrid745482.com
Smart Grid Engineer,Information Technology,"Prague, Czech Republic","Responsibilities: Develop green algorithms and smart applications for sustainable systems in Prague, Czech Republic. Skills Required: Energy Modeling, C++, Smart Grid Technology, ISO 50001, R. Preferred Qualifications: Knowledge of renewable energy systems, LEED Certification.",info@terranova883.com
Renewable Systems Integration Analyst,Sustainable Energy,"Lisbon, Portugal","Responsibilities: Design and implement energy-efficient Sustainable Energy solutions in Lisbon, Portugal. Skills Required: Cloud Infrastructure, Embedded Systems, MATLAB, LEED, C++. Preferred Qualifications: Carbon-aware computing expertise, M.S. or Ph.D. in relevant field.",info@windsphere281745.com
Carbon Footprint Data Scientist,Electrical Engineering,"Barcelona, Spain","Responsibilities: Design and implement energy-efficient Electrical Engineering solutions in Barcelona, Spain. Skills Required: MATLAB, IoT, Energy Modeling, R, Embedded Systems. Preferred Qualifications: CEM Certification, Experience in smart city projects.",info@renewablelogic643220219.com
Eco-Friendly Software Developer,Information Technology,"Barcelona, Spain","Responsibilities: Implement IoT and AI-driven energy solutions in smart buildings and cities around Barcelona, Spain. Skills Required: C++, Energy Modeling, Machine Learning, ISO 50001, Embedded Systems. Preferred Qualifications: CEM Certification, M.S. or Ph.D. in relevant field.",info@bioinnovate290.com
Smart Grid Engineer,Environmental Engineering,"Munich, Germany","Responsibilities: Develop green algorithms and smart applications for sustainable systems in Munich, Germany. Skills Required: Carbon Accounting, Power Electronics, MATLAB, ISO 50001, Python. Preferred Qualifications: Carbon-aware computing expertise, Knowledge of renewable energy systems.",info@ecosolutions30478669.com
Eco-Friendly Software Developer,Sustainable Energy,"Lisbon, Portugal","Responsibilities: Collaborate on carbon reduction strategies and lifecycle analysis projects based in Lisbon, Portugal. Skills Required: Carbon Accounting, IoT, Smart Grid Technology, ISO 50001, Python. Preferred Qualifications: Experience with green computing, Cloud sustainability knowledge.",info@carbonnet.com
